job_title,company_name,posted_date,num_applications,job_modality,f_p_time,job_responsibility,job_skills,job_keyword,city,community_or_nation,country,annual_salary,offer_id
Data Engineer,Two Circles,2024-02-13,767,En remoto,Jornada completa,Junior,"Analítica de datos, Ciencia de datos y Comunicación, Almacenamiento de datos, Canalizaciones de datos, Datasets, Documentación técnica, Extraer, transformar y cargar (ETL), Ingeniería de datos  y PySpark",Data Engineer,,Inglaterra,España,,387
Data Engineer,La Fosse,2024-02-21,1138,En remoto,,Intermedio,"Bases de datos, Ciencia de datos y SQL, Almacenamiento de datos, Extraer, transformar y cargar (ETL) y Ingeniería de datos",Data Engineer,,Inglaterra,España,70000,388
Data Engineer,La Fosse,2024-02-28,328,En remoto,,Intermedio,"Pandas (Software), Python y SQL, Airflow, Amazon Redshift, Amazon Web Services (AWS), Ciencias de la computación, Manipulación de datos, Modelado de datos y Resolución de incidencias",Data Engineer,Londres,Inglaterra,Reino Unido,72500,389
Data Engineer,PureGym,2024-02-14,647,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Ingeniería, Ingeniería de datos , Ingeniería de sistemas y Operaciones de TI",Data Engineer,Londres,Inglaterra,Reino Unido,,390
Data Engineer,Understanding Recruitment,2024-02-21,998,Presencial,,Intermedio,"Python y SQL, Amazon Web Services (AWS), Crypto, Ethereum, Microsoft SQL Server y MongoDB",Data Engineer,Londres,Inglaterra,Reino Unido,50000,391
Junior Data Test Engineer,Yorkshire Building Society,2024-02-28,940,Presencial,,Intermedio,"Atención al detalle, Casos de prueba, Diseño de prueba, Estrategias de mitigación, Ingeniería de pruebas, Planificación de pruebas, Pruebas de regresión, Pruebas de software, Pruebas del sistema y Pruebas manuales",Data Engineer,Leeds,Inglaterra,Reino Unido,12500,392
Data Engineer,Virgin Media O2,2024-02-28,210,Híbrido,Jornada completa,Junior,"Bases de datos, Ciencia de datos y Python, Almacenamiento de datos, Analítica, Ciencias de la computación, Extraer, transformar y cargar (ETL), Google BigQuery, Ingeniería de datos  y Modelado de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,393
Data Engineer,La Fosse,2024-02-28,1068,Presencial,,Intermedio,"Bases de datos y SQL, Microsoft Excel",Data Engineer,Londres,Inglaterra,Reino Unido,17500,394
Data Engineer,Protein Works,2024-03-06,1145,Presencial,Jornada completa,Intermedio,"Microsoft Power BI, Python y Tableau, C#, Canalizaciones de datos, Google Analytics, Google Cloud , Hojas de cálculo de Google, JavaScript, Microsoft Excel, Multitarea y Obtención de requisitos",Data Engineer,Runcorn,Inglaterra,Reino Unido,,395
Data Engineer,Immediate Media Co,2024-02-21,1019,Híbrido,Jornada completa,Intermedio,"Bases de datos, Ciencia de datos y Resolución de problemas, Almacenamiento de datos, Calidad de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos y Necesidades empresariales",Data Engineer,Londres,Reino Unido,,,396
Data Engineer,UK Research and Innovation,2024-02-28,432,Híbrido,Jornada completa,Intermedio,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Arquitectura de datos, Calidad de datos, Diseño de informes, Extraer, transformar y cargar (ETL), Ingeniería de datos , Lenguaje de consulta (query) y Modelado de datos",Data Engineer,Swindon,Inglaterra,Reino Unido,,397
Data Engineer,H2GO Power,2024-02-14,1188,Híbrido,Jornada completa,,"SQL, Almacenamiento de energía, Canalizaciones de datos, Eventos, Grafana, Memoria de datos, NoSQL, Pytest, SciPy y Skill Development",Data Engineer,Londres,Inglaterra,Reino Unido,,398
Data Engineer,Women in Data®,2024-03-06,56,Presencial,Jornada completa,Intermedio,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Apache Kafka, Container Orchestration, Extraer, transformar y cargar (ETL), Google Cloud  y Ingeniería de datos",Data Engineer,Bristol,Inglaterra,Reino Unido,,399
Data Engineer,The Ortus Group - Europe,2024-03-09,326,En remoto,Jornada completa,Intermedio,"MySQL y Python, Amazon Web Services (AWS), Arquitectura de datos, Azure Databricks, Docker, Java, Microsoft Azure, PostgreSQL y Snowflake",Data Engineer,,,Reino Unido,,400
Security Cleared Certified GCP Data Engineer/Architect - Long Term Projects - Remote Working,Energy Jobline,2024-03-11,0,En remoto,Jornada completa,Junior,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Big data, Buena práctica clínica, Extraer, transformar y cargar (ETL), Google Cloud , Hive, Hojas de estilos en cascada (CSS) y Ingeniería de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,401
Data Centre Engineer,iomart,2024-03-06,8,Presencial,Jornada completa,,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Resolución de incidencias",Data Engineer,Londres,Inglaterra,Reino Unido,,402
Data Engineer - £150k-£200k TC,Saragossa,2024-03-08,350,Presencial,Jornada completa,Intermedio,"Python, Apache Spark, C#, Canalizaciones de datos, Extraer, transformar y cargar (ETL), Hive, Ingeniería de datos , Scala, Snowflake cloud y Streaming de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,403
Data Engineer,Profiles by Kantar,2024-02-14,301,En remoto,,Intermedio,"Python y SQL, Amazon Redshift, Amazon Web Services (AWS), Apache Kafka, Control de versiones, Ingeniería de datos , Pruebas de software, Pruebas del sistema y kafka-tools",Data Engineer,,,Reino Unido,44000,404
Data Engineer,Talent,2024-02-28,471,En remoto,,,"Analítica de datos, Bases de datos y Ciencia de datos, Almacenamiento de datos, Extracción de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos, Snowflake y Snowflake cloud",Data Engineer,Sussex Occidental,Inglaterra,Reino Unido,,405
Data Engineer,Quantexa,2024-03-06,1029,Presencial,Jornada completa,,"Ciencia de datos, Almacenamiento de datos, Analítica, Apache Spark, Big data, Elasticsearch, Entorno Agile, Extraer, transformar y cargar (ETL), Hadoop y Ingeniería de datos",Data Engineer,Liverpool,Inglaterra,Reino Unido,,406
"Data Engineer, Scala/ Python",UBS,2024-03-06,570,Presencial,Jornada completa,,"Analítica de datos, Almacenamiento de datos, Azure Data Factory, Azure Databricks, Lagos de datos, Microsoft Azure, Minería de datos, Oracle Application Development Framework, Scala y Sistema de gestión de bases de datos relacionales",Data Engineer,Londres,Inglaterra,Reino Unido,,407
Data Visualization Engineer,Templeton and Partners - Tech Recruitment,2023-08-13,36,,,Junior,"Analítica de datos, Ciencia de datos, Visualización y Visualización de datos, Analítica, D3.js, Hojas de estilos en cascada (CSS), Ingeniería de datos , Minería de datos y Teoría del color",Data Engineer,,Inglaterra,España,,408
"Analytics Engineer, Sales",Deel,2024-02-13,537,En remoto,Jornada completa,Junior,"Capacidad de análisis, Ciencia de datos y Comunicación, Control de versiones, Fiabilidad, GitLab, Herramientas de control de versiones, Ingeniería de datos , Modelado de datos y Panel de control",Data Analyst,Europa,,,,409
Diagnostics and Data Analysis Engineer,ClickJobs.io,2024-03-12,2,Híbrido,Jornada completa,Junior,"Analítica de datos, Análisis de datos, Ciencia de datos, Inglés, Resolución de problemas y Visualización de datos, Conocimientos comerciales, Estadística, Extraer, transformar y cargar (ETL) y Modelado de datos",Data Analyst,Municipio de Brentwood,Inglaterra,Reino Unido,,410
Data Science Engineer,ONI,2024-02-28,63,Presencial,Jornada completa,Intermedio,"Ciencia de datos, Ciencias de la computación, Desarrollo de software, Extraer, transformar y cargar (ETL), Informática de alto rendimiento, Ingeniería de datos , Microscopio de fluorescencia, Optimising, Reconocimiento de patrones y Super-resolution",Data Engineer,Oxford,Inglaterra,Reino Unido,,411
Data Engineer,Cera,2024-03-12,910,Híbrido,Jornada completa,Intermedio,"Bases de datos y SQL, Aplicaciones en la nube, Canalizaciones de datos, Datasets, Extraer, transformar y cargar (ETL), Fast Healthcare Interoperability Resources (FHIR), Google Cloud , Infraestructura en la nube, Ingeniería de datos  y Structured Data",Data Engineer,Londres,Inglaterra,Reino Unido,,412
Data Engineer,Future Work,2024-02-28,366,Híbrido,,Intermedio,"Python, Java y Scala",Data Engineer,Reading,Inglaterra,Reino Unido,80000,413
Data Engineer,Matalan,2024-02-28,235,Presencial,Jornada completa,Junior,"Bases de datos, Ciencia de datos y Resolución de problemas, Atención al detalle, Calidad de datos, Extraer, transformar y cargar (ETL), Google Cloud , Ingeniería de datos , Lenguaje de consulta (query) y Panel de control",Data Engineer,Liverpool,Inglaterra,Reino Unido,,414
Data Engineer,Smart Pension,2024-02-21,332,En remoto,Jornada completa,Intermedio,"Amazon Redshift, Box Cloud, Canalizaciones de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Jubilación, Matillion ETL, Skill Development, Snowflake y Snowflake cloud",Data Engineer,,,Reino Unido,,415
Data Engineer,Apprilis,2024-03-06,1069,En remoto,,Intermedio,"Almacenamiento de datos, Asesoramiento y orientación, Clearances, Engagements, Experiencia laboral, Ingeniería, Resiliencia, SC Clearance y Skill Development",Data Engineer,,Inglaterra,España,,416
Data Engineer,Harrods,2024-03-12,52,Híbrido,Jornada completa,Intermedio,"Bases de datos, Ciencia de datos, Comunicación y Comunicación interpersonal, Apache Spark, Calidad de datos, Ingeniería de datos , Modelado de datos, PySpark y Sistemas de bases de datos",Data Engineer,Hammersmith,Inglaterra,Reino Unido,,417
Python Data Engineer (Remote),Veeva Systems,2024-03-10,1025,En remoto,Jornada completa,,"MySQL, Amazon RDS, Arquitectura técnica, Canalizaciones de datos, Elasticsearch, FastAPI, Flask, GraphQL, PostgreSQL y Transferencia de Estado Representacional (REST)",Data Engineer,,,Reino Unido,,418
Data Engineer,Aviva,2024-03-06,244,Híbrido,Jornada completa,Intermedio,"Ciencia de datos, Airflow, Almacenamiento de datos, Extraer, transformar y cargar (ETL), Gobierno de datos, Ingeniería de datos , Mantenimiento de bases de datos y Snowflake",Data Engineer,Londres,Inglaterra,Reino Unido,,419
Data Engineer,Babcock International Group,2024-03-06,42,Híbrido,Jornada completa,Junior,"Analítica de datos, Bases de datos, Ciencia de datos y Comunicación, Almacenamiento de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Kimball Methodology, Oracle Data Integrator y SQL Server Integration Services (SSIS)",Data Engineer,Bristol,Inglaterra,Reino Unido,,420
Data Engineer,AND Digital,2024-02-28,862,Presencial,Jornada completa,,"Analítica de datos, Ciencia de datos y SQL, Almacenamiento de datos, Amazon Redshift, Data Operations, Development Operations, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Snowflake",Data Engineer,Birmingham,Inglaterra,Reino Unido,,421
Data Engineer - CG1,Templeton and Partners - Tech Recruitment,2023-08-13,10,Híbrido,,Junior,"Bases de datos, Capacidad de análisis, Ciencia de datos y Resolución de problemas, Contabilidad exigida por ley, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelo de datos, Productos SAP y SAP HANA",Data Engineer,,Inglaterra,España,,422
Data Engineer,Templeton and Partners - Tech Recruitment,2023-09-13,92,Híbrido,,Junior,"Capacidad de análisis, Ciencia de datos y SQL, Almacenamiento de datos, Diseño de tuberías, Diseño orientado a objetos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelo de datos y Principios de diseño",Data Engineer,Londres,Inglaterra,Reino Unido,,423
Principal Data Platform Engineer / UK Fully Remote / Great Benefits,RemoteWorker UK,2024-03-08,6,En remoto,Jornada completa,Intermedio,"Bases de datos, Ciencia de datos y Resolución de problemas, Atención al detalle, Automatización, Ciencias de la computación, Infraestructura como código (IaC) y Pensamiento crítico",Data Engineer,,,Reino Unido,,424
GIS Data Engineer,ClickJobs.io,2024-03-12,2,En remoto,Jornada completa,Junior,"Comunicación, Aplicaciones de los Sistemas de Información Geográfica (SIG), ArcMap, Bases de datos espaciales, Ciencias de la computación, Datos geoespaciales, Esri, Geomática, Spatial Data y Teledetección",Data Engineer,Newcastle upon Tyne,Inglaterra,Reino Unido,,425
Data Engineer,Opus Recruitment Solutions,2024-03-11,205,Híbrido,,Intermedio,"SQL, Microsoft Azure y Salesforce.com",Data Engineer,Londres,Inglaterra,Reino Unido,50000,426
Data Engineer,Corecom Consulting,2024-02-21,753,En remoto,Jornada completa,Intermedio,"Bases de datos, Python y SQL, Azure Data Factory, Azure Databricks, Ingeniería de datos , Integración de datos y Microsoft Azure",Data Engineer,Leeds,Inglaterra,Reino Unido,,427
Data Engineer,Creo Recruitment,2024-03-12,77,En remoto,,Intermedio,"Python, Almacenamiento de datos, C++, Extraer, transformar y cargar (ETL), Ingeniería de datos , Java, Lagos de datos, Microservicios, NoSQL y Programación orientada a eventos",Data Engineer,,,Reino Unido,77500,428
Security Cleared Certified GCP Data Engineer/Architect - Long Term Projects - Remote Working,RemoteWorker UK,2024-03-12,0,En remoto,Jornada completa,Junior,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Big data, Buena práctica clínica, Extraer, transformar y cargar (ETL), Google Cloud , Hive, Hojas de estilos en cascada (CSS) y Ingeniería de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,429
Data Engineer,Thyme,2024-02-28,925,Presencial,Jornada completa,Intermedio,"Python y SQL, Extraer, transformar y cargar (ETL), Google BigQuery, Google Cloud , Kubernetes, Looker (software), PostgreSQL y Transformación de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,430
Data Engineer,Chapman Tate Associates,2024-02-21,825,Presencial,,Intermedio,"Analítica de datos y Ciencia de datos, Almacenamiento de datos, Canalizaciones de datos, Especificaciones técnicas, Extraer, transformar y cargar (ETL), Ingeniería de datos , Lagos de datos y Modelado de datos",Data Engineer,Sheffield,Inglaterra,Reino Unido,57500,431
Data Engineer,Watchfinder,2024-03-06,217,Híbrido,Jornada completa,Intermedio,"Bases de datos y Ciencia de datos, Airflow, Almacenamiento de datos, Arquitectura de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos, Optimización y Root Cause",Data Engineer,West Malling,Inglaterra,Reino Unido,,432
Data Engineer,ShortList Recruitment Limited,2024-02-28,159,Híbrido,,Intermedio,"Python y SQL, Almacenamiento de datos, Atención al detalle, Desarrollo de software, Extraer, transformar y cargar (ETL), Ingeniería de datos , Prestaciones laborales, SAS y Skill Development",Data Engineer,Chester,Inglaterra,Reino Unido,40000,433
Data Engineer,Burns Sheehan,2024-03-12,66,Híbrido,,Intermedio,"Python y SQL, Amazon Redshift y Amazon Web Services (AWS)",Data Engineer,Londres,Reino Unido,,70000,434
Data Engineer,Noir,2024-03-12,48,En remoto,,Intermedio,"Aprendizaje automático, MySQL, Python y SQL, Azure Databricks, Big data, Integración continua y entrega continua (CI/CD), Metodologías ágiles, PySpark y Scrum",Data Engineer,,,Reino Unido,60000,435
Data Engineer,ClickJobs.io,2024-03-11,1,Híbrido,Jornada completa,Junior,"Analítica de datos, Bases de datos, Ciencia de datos y Modelos predictivos, Almacenamiento de datos, Extraer, transformar y cargar (ETL) y Ingeniería de datos",Data Engineer,Cambridge,Inglaterra,Reino Unido,,436
Data Engineer,RedCat Digital,2024-02-21,185,Híbrido,Jornada completa,Intermedio,"Python y SQL, Amazon Web Services (AWS), Apache Spark, Apache Spark Streaming, Gestión de datos, Google BigQuery, Google Cloud , Scala y Sistemas de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,437
Data Engineer,trilitech,2024-03-06,1000,Híbrido,Jornada completa,Intermedio,"Bases de datos, Python, SQL y Visualización de datos, Canalizaciones de datos, Desarrollo de software, Extraer, transformar y cargar (ETL), Integración de datos y Lagos de datos",Data Engineer,Londres,Inglaterra,Reino Unido,,438
Data Engineer,Version 1,2024-03-10,31,Presencial,Jornada completa,Intermedio,"Ciencia de datos, Almacenamiento de datos, Apache Kafka, Canalizaciones de datos, Cassandra, Extraer, transformar y cargar (ETL), Gestión de flujos de trabajo, Herramientas ETL, Ingeniería de datos  y Modelado de datos",Data Engineer,Birmingham,Inglaterra,Reino Unido,,439
Data Engineer II,Expedia Group,2024-03-12,39,Híbrido,Jornada completa,Junior,"Comunicación, Analítica, Big data, Calidad de datos, Ciencias de la computación, Diseño técnico, Documentación de usuario, Extraer, transformar y cargar (ETL), Procesamiento por lotes y Scala",Data Engineer,Londres,Inglaterra,Reino Unido,,440
Data Engineer,Harnham,2024-02-28,211,Híbrido,Jornada completa,Junior,"Ciencia de datos, Airflow, Canalizaciones de datos, Desarrollo de API, Desarrollo front end, Extraer, transformar y cargar (ETL), Ingeniería de datos , JavaScript, Necesidades empresariales y PySpark",Data Engineer,Londres,Inglaterra,Reino Unido,,441
Principal Data Engineer,Hippo,2024-03-09,21,Híbrido,Jornada completa,Intermedio,"Ciencia de datos, Comunicación y Python, Comunicación escrita, Extraer, transformar y cargar (ETL), Google Cloud , Ingeniería de datos , Necesidades empresariales, Proceso de ofertas y Resolución de cuestiones",Data Engineer,Bristol,Inglaterra,Reino Unido,,442
Data Visualisation Engineer - Qlik Sense Consultant - Analytics,Templeton and Partners - Tech Recruitment,2023-08-13,588,Híbrido,,Junior,"Analítica de datos y Ciencia de datos, Contabilidad exigida por ley, Diseño de soluciones empresariales, Diseño de soluciones técnicas, Ingeniería de datos , Prototipado, Qlik Sense, Spotfire y Storytelling",Data Analyst,Londres,Inglaterra,Reino Unido,,443
Data Developer - Investment Risk (12 month FTC),Jobs via eFinancialCareers,2024-03-09,0,Presencial,Jornada completa,Junior,"Ciencia de datos y Comunicación, Almacenamiento de datos, Business Solution, Extraer, transformar y cargar (ETL), Habilidades sociales, Ingeniería de datos , Necesidades empresariales, Programación y Snowflake",Data Engineer,Londres,Inglaterra,Reino Unido,,444
Data Engineer,Undisclosed,2024-03-10,475,Híbrido,,Intermedio,Ingeniería de datos,Data Engineer,Londres,Inglaterra,Reino Unido,,445
Data Engineer (D&BI),Motability Operations Ltd,2024-03-06,49,Híbrido,Jornada completa,Junior,"Bases de datos, Ciencia de datos y SQL, Almacenamiento de datos, Lagos de datos, Linaje de datos, Self Service, Snowflake, Snowflake cloud y Teradata",Data Engineer,Londres,Inglaterra,Reino Unido,,446
Data Engineer,Accessplc,2024-02-28,1168,Híbrido,,Intermedio,"Analítica de datos, Ciencia de datos y Visualización de datos, Arquitectura de datos, Azure Data Factory, Ciencias de la computación, Datasets, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Modelado de datos",Data Engineer,Derby,,,30000,447
Data & Software Engineer,Airbus,2024-03-09,964,Híbrido,Jornada completa,Junior,"Bases de datos y Capacidad de análisis, Ciencias de la computación, Desarrollo de software, Desarrollo web back end y Validación y verificación",Data Engineer,Stevenage,Inglaterra,Reino Unido,,448
Global Office Data Engineer,Dr. Martens plc,2024-03-06,23,,,Junior,"Aptitudes de organización, Almacenamiento de datos, Arquitectura técnica, Bóveda de datos, Datasets, Eficiencia operativa, Ingeniería de datos , Métricas de rendimiento, Snowflake y Snowflake cloud",Data Engineer,Londres,Inglaterra,Reino Unido,,449
Data and Feed Engineer,FOOTY.COM,2024-03-09,27,Híbrido,,,"Resolución de problemas, Administración de bases de datos, C#, Depuración de programas, Desarrollo de API, Expresiones regulares, Ingeniería de datos , MongoDB y TypeScript",Data Engineer,Newcastle upon Tyne,Inglaterra,Reino Unido,40000,450
Data Engineer,Harnham,2024-03-06,39,Presencial,,Intermedio,"Ciencia de datos, Extraer, transformar y cargar (ETL) y Ingeniería de datos",Data Engineer,Londres,Inglaterra,Reino Unido,62500,451
Data Engineer - Retail,Freshminds,2024-03-06,648,Híbrido,,Intermedio,"Pasión por el trabajo y SQL, Azure Databricks, Computación en la nube, Continuous Delivery, Delivery Of Projects, Integración continua, Integración continua y entrega continua (CI/CD), Microsoft Azure y PySpark",Data Engineer,,Inglaterra,España,,452
Data Engineer,Kwalee,2024-02-28,408,Híbrido,Jornada completa,Junior,"Bases de datos, Ciencia de datos, Python y SQL, Almacenamiento de datos, Amazon Redshift, Automatización, Google BigQuery, Ingeniería de datos  y Snowflake",Data Engineer,Royal Leamington Spa,Inglaterra,Reino Unido,,453
Data Engineer - Insurance,Coburg Banks,2024-02-28,523,En remoto,,Intermedio,"Analítica de datos, Comunicación, Resolución de problemas y SQL, Calidad de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Inglés como lengua extranjera, Integridad de la información y Microsoft Azure",Data Engineer,Londres,Reino Unido,,72500,454
Data Engineer,Disruptive DataTech,2024-03-12,989,Híbrido,Jornada completa,Intermedio,Bases de datos y Python,Data Engineer,Londres,Reino Unido,,,455
Data Engineer - Hedge Fund,AI Search,2024-03-11,835,Presencial,,Intermedio,"NumPy y Python, Compraventa y Renta variable",Data Engineer,Londres,Inglaterra,Reino Unido,175000,456
Data Engineer,Energy Jobline,2024-03-06,45,En remoto,Jornada completa,Junior,"Analítica de datos, Ciencia de datos, Comunicación y Resolución de problemas, Ciencias de la computación, Creación de informes, Datasets, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Modelado de datos",Data Engineer,,,Reino Unido,,457
"Analytics Engineer, Sales",Deel,2024-02-13,268,En remoto,Jornada completa,Junior,"Capacidad de análisis, Ciencia de datos y Comunicación, Control de versiones, Fiabilidad, GitLab, Herramientas de control de versiones, Ingeniería de datos , Modelado de datos y Panel de control",Data Analyst,,,Reino Unido,,458
Security Cleared Certified GCP Data Engineer/Architect - Long Term Projects - Remote Working,RemoteWorker UK,2024-03-06,3,En remoto,Jornada completa,Junior,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Big data, Buena práctica clínica, Extraer, transformar y cargar (ETL), Google Cloud , Hive, Hojas de estilos en cascada (CSS) y Ingeniería de datos",Data Engineer,,,Reino Unido,,459
Data Engineer,Stanford Black Limited,2024-03-11,521,En remoto,,Intermedio,"Python, AWS Glue, AWS Lambda, Airflow, Amazon S3, Amazon Web Services (AWS), Apache Airflow, Apache Spark, Hadoop y Ingeniería de datos",Data Engineer,,,Reino Unido,,460
Data Migration Engineer - Remote,RemoteWorker UK,2024-02-28,37,En remoto,Jornada completa,Junior,"Ciencia de datos, Limpieza de datos y Microsoft Power BI, Almacenamiento de datos, Big data, Calidad de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Snowflake",Data Engineer,,,Reino Unido,,461
Data Engineer (Azure),Sword Group,2024-02-28,79,Híbrido,Jornada completa,Junior,"Ciencia de datos, Comunicación, Python y Resolución de problemas, Ingeniería de datos , Modelado de datos, Presentaciones, Presenting Solutions, Scala y Snowflake",Data Engineer,Glasgow,Escocia,Reino Unido,,462
Lead Data Engineer,La Fosse,2024-03-06,709,En remoto,,Intermedio,Snowflake,Data Engineer,,,Reino Unido,95000,463
Python/Big Data Software Engineer II,JPMorgan Chase & Co.,2024-02-28,43,,,,"Python, Apache Spark, Depuración de programas, Desarrollo de aplicaciones, Diseño de sistemas, Lenguajes de programación, Resolución de incidencias, Scala, Sintaxis y Sqoop",Data Engineer,Glasgow,Escocia,Reino Unido,,464
Staff Data Engineer (d/f/m),Personio,2024-03-06,50,En remoto,Jornada completa,Intermedio,"Almacenamiento de datos, Amazon Redshift, Gobierno de datos, Ingeniería de datos , Integridad de la información, Lenguajes de programación, Modelado de datos, Modelo de datos, Scala y Snowflake",Data Engineer,,,Reino Unido,,465
Python / Spark Big Data Software Engineer III,JPMorgan Chase & Co.,2024-03-12,55,,,,"Airflow, Apache Kafka, Apache Spark, Big data, Depuración de programas, Diseño de código, Diseño de sistemas, Microservicios, Minería de datos y PySpark",Data Engineer,Glasgow,Escocia,Reino Unido,,466
Big Data Engineer,AI Staffing Ninja,2024-02-28,811,En remoto,Jornada completa,Intermedio,"Capacidad de análisis, Apache Kafka, Definición de requisitos, Distributed Computing, Herramientas de colaboración, PostgreSQL, Procesamiento paralelo, Professional Skills, Scala y Workable Solutions",Data Engineer,Europa,,,,467
Data Engineer,Altrata,2024-03-09,673,En remoto,Jornada completa,Junior,"Analítica de datos, Bases de datos y Ciencia de datos, Almacenamiento de datos, Apache Spark, Big data, Datos empresariales, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Microsoft Azure",Data Engineer,,,Reino Unido,,468
Data Engineer,Transdermal Diagnostics Ltd,2024-02-21,602,En remoto,,,"Análisis de datos, Análisis de datos estadísticos, Aprendizaje automático y Python, Desarrollo de algoritmos, Diseño de algoritmos, Dispositivos médicos, Monitorización continua de glucosa y Procesamiento de datos",Data Engineer,,,Reino Unido,40000,469
Data Engineer,BJSS,2024-02-28,606,Híbrido,Jornada completa,Intermedio,"Python, Amazon Web Services (AWS), Apache Kafka, Azure Data Factory, Cassandra, Hadoop y NoSQL",Data Engineer,,Edimburgo,España,,470
Data Engineer,hackajob,2024-03-11,42,En remoto,Jornada completa,Intermedio,"Análisis de datos y Python, Almacenamiento de datos, Amazon Web Services (AWS), Extraer, transformar y cargar (ETL), Hadoop, Ingeniería de datos , Microsoft Azure, Modelado de datos y Pegamento",Data Engineer,,,Reino Unido,,471
Data Engineer,BJSS,2024-02-28,313,Híbrido,Jornada completa,Intermedio,"Python, Amazon Web Services (AWS), Apache Kafka, Azure Data Factory, Integración continua y entrega continua (CI/CD) y Microsoft Azure",Data Engineer,Glasgow,Escocia,Reino Unido,,472
Data Engineer,Sword Group,2024-03-08,35,Híbrido,Jornada completa,Junior,"Analítica de datos, Ciencia de datos, Comunicación y Resolución de problemas, Almacenamiento de datos, Analítica, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelo de datos y Necesidades empresariales",Data Engineer,Aberdeen,Escocia,Reino Unido,,473
Data Centre Engineer,Energy Jobline,2024-03-06,0,Presencial,Jornada completa,Junior,"Bases de datos, Ciencia de datos y Comunicación, Almacenamiento de datos, Análisis de causa raíz, Atención al detalle, Búsqueda de defectos, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Root Cause",Data Engineer,Glasgow,Escocia,Reino Unido,,474
Data Engineer,MBN Solutions,2024-03-12,16,Híbrido,Jornada completa,Intermedio,"Bases de datos, Azure Data Factory, Extraer, transformar y cargar (ETL), Integración continua y entrega continua (CI/CD), Microsoft Azure, Microsoft SQL Server, MongoDB, NoSQL y Pentaho",Data Engineer,Glasgow,Escocia,Reino Unido,,475
Senior Data Platform Engineer,ZOE,2024-03-11,762,En remoto,Jornada completa,Senior,"Extraer, transformar y cargar (ETL)",Data Engineer,,,Reino Unido,,476
Data Platform Engineer - Veeva Link,Veeva Systems,2024-03-10,733,En remoto,Jornada completa,,"Capacidad de análisis, Amazon Redshift, Apache, Apache Spark, Desarrollo de software, Discusiones técnicas y Sistemas expertos",Data Engineer,,,Reino Unido,,477
Senior Data Engineer,La Fosse,2024-02-28,1085,En remoto,,Senior,"Comunicación, Python y SQL, Datasets, Documentación técnica, Edición de imágenes, Ingeniería de datos , Java, Manipulación de datos y Resolución de cuestiones",Data Engineer,,,Reino Unido,32500,478
Principal Data Platform Engineer,Hayward Hawk,2024-03-10,42,En remoto,,Intermedio,"Amazon Web Services (AWS), Infraestructura como código (IaC), Ingeniería de datos , Metodologías ágiles, Microsoft Azure y Servicios en la nube",Data Engineer,,,Reino Unido,80000,479
"Senior Data Engineer - Remote, UK",AML RightSource,2024-03-06,1059,En remoto,Jornada completa,Senior,"Bases de datos y Comunicación, Arquitectura de datos, Canalizaciones de datos, Ciencias de la computación, Dirección técnica, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos y Preparación de datos",Data Engineer,,,Reino Unido,,480
Data Cabling Engineer,Energy Jobline,2024-03-11,0,Presencial,Jornada completa,Junior,"Análisis de datos, Bases de datos, Ciencia de datos y Microsoft Power BI, Almacenamiento de datos, Big data, Extraer, transformar y cargar (ETL), Ingeniería de datos , MongoDB y Tarjetas",Data Engineer,,Edimburgo,España,,481
Senior Data Engineer,Energy Jobline,2024-03-11,25,En remoto,Jornada completa,Senior,"Bases de datos y SQL, Almacenamiento de datos, Amazon Web Services (AWS), Apache Spark, Big data, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Transact-SQL (T-SQL)",Data Engineer,,,Reino Unido,,482
