job_title,company_name,posted_date,num_applications,job_modality,f_p_time,job_responsibility,job_skills,job_keyword,city,community_or_nation,country,annual_salary,offer_id
Corporate Data Analyst (Maternity cover),Oxford City Council,2024-02-21,648,En remoto,,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Visualización de datos, Atención al detalle, Presentaciones y Social Issues",Data Analyst,Oxford,Inglaterra,Reino Unido,38512,131
People Data Analyst,Travelodge Hotels Limited,2024-03-06,427,Híbrido,,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis, Resolución de problemas y Visualización de datos, Atención al detalle, Estadística, Extraer, transformar y cargar (ETL) y Modelado de datos",Data Analyst,Thame,Inglaterra,Reino Unido,9600,132
Insights Analyst,EMJ,2024-03-06,674,Híbrido,Jornada completa,Intermedio,"Análisis de datos y Visualización de datos, Análisis de marketing digital, Conocimiento del cliente, Conocimientos comerciales, Data-Driven Insights, Elaboración de informes de datos, Información estratégica, Marketing Data Analysis y Segmentación de audiencias",Data Analyst,Londres,Inglaterra,Reino Unido,,133
Data Selections Analyst,Boston Hale,2024-02-28,1048,En remoto,,Intermedio,"SQL, Reglamento General de Protección de Datos (GDPR)",Data Analyst,Londres,Inglaterra,Reino Unido,37000,134
Data Analyst,MRI Software,2024-03-06,543,Híbrido,Jornada completa,Junior,"Análisis de datos, Bases de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Visualización de datos, Analítica, Extraer, transformar y cargar (ETL), Manipulación de datos y Migración de datos",Data Analyst,Newcastle,Inglaterra,Reino Unido,,135
Data Analyst - Software Engineer - London - Hedge Fund,Mondrian Alpha,2024-02-28,582,Presencial,,Intermedio,"Capacidad de análisis, Adquisición de conocimientos, Análisis cuantitativo, Attitude Change, C++, Datasets, Elaboración de informes, Gestión ágil de proyectos, Statistical Packages y VBA para Excel",Data Analyst,Londres,Inglaterra,Reino Unido,137500,136
"Analyst, Customer Insights - EMEA",Ralph Lauren,2024-03-11,236,,,Intermedio,"Comunicación y SQL, Analítica, Análisis complejo, Análisis de clientes, Atención al detalle, Conocimiento del cliente, Conocimientos comerciales, Investigación cuantitativa y Presentaciones",Data Analyst,Londres,Inglaterra,Reino Unido,,137
Data Analyst,SEGA HARDlight,2024-03-12,53,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos, Capacidad de análisis, SQL, Tableau y Visualización de datos, Estadística, Free to Play, Juegos para móviles y Planificación de pruebas",Data Analyst,Royal Leamington Spa,Inglaterra,Reino Unido,,138
RDM Analyst / Reference Data - (Sponsorship available) - 2 days/month on-site,Hawksworth,2024-02-28,1138,Híbrido,,Intermedio,"Analítica de datos, Análisis de datos y Capacidad de análisis, Calidad de producto, Datos de referencia, Finanzas, Industry Training, Oracle Financials, Transformación de datos y Workplace Organization",Data Analyst,Londres,Reino Unido,,42500,139
Data Analyst,UST,2024-03-11,837,En remoto,Jornada completa,Intermedio,"Análisis de datos, Alteryx, Calidad de datos, Data Governance Center de Collibra, Derivados, Directiva sobre mercados de instrumentos financieros de la UE, Elaboración de informes financieros, Gobierno de datos, Informes normativos y Renta variable",Data Analyst,,,Reino Unido,,140
Data Analyst,Beauty Pie,2024-03-12,262,Híbrido,Jornada completa,Junior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Resolución de problemas, Visualización y Visualización de datos, Análisis ad hoc, Indicadores clave, Panel de control y Pensamiento crítico",Data Analyst,Londres,Inglaterra,Reino Unido,,141
Data Analyst,Intellect Group,2024-03-09,153,Presencial,Jornada completa,Junior,"Análisis de datos, Bases de datos y Python",Data Analyst,Londres,Inglaterra,Reino Unido,,142
Product Data Analyst (Automation),Motorway,2024-03-06,776,Híbrido,Jornada completa,Junior,"Analítica de datos, Capacidad de análisis, Comunicación, SQL, Visualización y Visualización de datos, Analítica, Extraer, transformar y cargar (ETL), Google BigQuery y Matemáticas",Data Analyst,Londres,Inglaterra,Reino Unido,,143
Data Analyst,Oscar,2024-02-21,114,Híbrido,,Intermedio,"Python y SQL, Estadística y Matemáticas",Data Analyst,Mánchester,Inglaterra,Reino Unido,47500,144
Insights Analyst,Harrods,2024-03-11,171,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Capacidad de análisis, Comunicación y Visualización de datos, Aptitudes para hacer presentaciones, Atención al detalle, Gestión de partes interesadas, Indicadores clave de desempeño, Planes de campaña y Proyecto de trabajo",Data Analyst,Hammersmith,Inglaterra,Reino Unido,,145
"Statistical Analyst (London, Entry Level)",Medpace,2024-03-06,1147,Presencial,Jornada completa,Intermedio,"Análisis de datos estadísticos, Capacidad de análisis y Comunicación, Bioestadística, Datasets, Modelos estadísticos, Programación SAS, Regresión logística, SAS y SAS Base",Data Analyst,Londres,Inglaterra,Reino Unido,,146
People Data Analyst,M&C Saatchi Group,2024-03-11,98,Híbrido,Jornada completa,Junior,"Analítica de datos, Bases de datos, Ciencia de datos, Comunicación y Visualización de datos, Analítica, Análisis predictivo, Conocimientos comerciales, Presentaciones y Proceso presupuestario",Data Analyst,Londres,Inglaterra,Reino Unido,,147
Data Analyst,WeTech,2024-03-06,1083,Híbrido,,Intermedio,"Microsoft Power BI, MySQL y Tableau",Data Analyst,Warrington,Inglaterra,Reino Unido,22500,148
Marketing Data Analyst,Darktrace,2024-03-09,324,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de marketing, Calidad de datos, Campañas, Datasets, Gobierno de datos, Marketing automatizado, Marketing digital, Microsoft Surface y Web Campaigns",Data Analyst,Londres,Inglaterra,Reino Unido,,149
Data Analyst,Intellect Group,2024-02-28,161,Presencial,,Intermedio,Python y SQL,Data Analyst,Carlisle,Inglaterra,Reino Unido,35000,150
Data Analyst,Intellect Group,2024-02-21,579,Híbrido,,Intermedio,"Analítica de datos, Análisis de datos, Ciencia de datos, Resolución de problemas, Visualización y Visualización de datos, Analítica, Ciencias de la computación, Conceptos financieros y Panel de control",Data Analyst,Mánchester,Inglaterra,Reino Unido,35000,151
Data Analyst,Nuffield Health,2024-02-28,342,Híbrido,Jornada completa,Junior,"Analítica de datos, Análisis de datos, Comunicación, Resolución de problemas, Visualización y Visualización de datos, Atención al detalle, Métricas de rendimiento, Panel de control y Presentaciones",Data Analyst,Epsom,Inglaterra,Reino Unido,,152
Data Analyst Apprentice,Severn Trent,2024-02-28,427,,,Junior,,Data Analyst,Coventry,Inglaterra,Reino Unido,,153
BI Analyst,Rotork,2024-03-09,566,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis y Visualización de datos, Análisis de mercados, Conocimientos comerciales, Herramientas de bases de datos, Panel de control y Razonamiento",Data Analyst,Bath,Inglaterra,Reino Unido,,154
Digital Data Analyst (Google Analytics),Canon EMEA,2024-03-06,924,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Ciencia de datos, Comunicación, Visualización y Visualización de datos, Analítica, Establecer prioridades del trabajo, Google Tag Manager, Integridad de la información y Taxonomía",Data Analyst,Uxbridge,Inglaterra,Reino Unido,,155
Data Analyst Apprenticeship - Level 4,Met Office,2024-02-21,719,Híbrido,,Junior,,Data Analyst,Devon,Inglaterra,Reino Unido,,156
Data Analyst,Capita,2024-02-28,1127,En remoto,,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis, Ciencia de datos, Resolución de problemas y Visualización de datos, Estadística, Modelado de datos y Panel de control",Data Analyst,,,Reino Unido,42500,157
BI Analyst,Avencia Consulting,2024-03-12,74,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Bases de datos, Capacidad de análisis y Resolución de problemas, Analítica, Extracción de datos, Macro, Modelado de datos, Métricas de negocio y Panel de control",Data Analyst,Manchester,Reino Unido,,,158
Data Analyst,The React Hub,2024-03-09,626,Híbrido,,Intermedio,Microsoft Azure y SQL Server Management Studio,Data Analyst,Londres,Inglaterra,Reino Unido,62500,159
"Business Intelligence Analyst, SWA S&OP",Amazon,2024-03-11,59,,,,"Analítica de datos, Bases de datos y Resolución de problemas, Analítica, Analítica empresarial, Análisis cuantitativo, Evaluación de negocios, Presentaciones, Presentación de datos y Resolución creativa de problemas",Data Analyst,Londres,Inglaterra,Reino Unido,,160
"Business Intelligence Analyst, Amazon Ads Europe",Amazon,2024-02-28,716,,,,"Analítica de datos, Ciencia de datos, Tableau y Visualización de datos, Amazon QuickSight, Analítica, Extraer, transformar y cargar (ETL), Inteligencia empresarial, Minería de datos y Modelado de datos",Data Analyst,Londres,Inglaterra,Reino Unido,,161
Data Analyst,Amber Resourcing,2024-03-12,522,Híbrido,,Intermedio,"Análisis de datos, Microsoft Power BI, Python, SQL y Tableau, Google Cloud , Hojas de cálculo de Google y Microsoft Excel",Data Analyst,Londres,Reino Unido,,52500,162
Data Business Analyst,The People Network,2024-03-09,590,Híbrido,,Intermedio,"Análisis de datos, Amazon Web Services (AWS), Análisis de negocio, Microsoft Azure y Modelado de datos",Data Analyst,Londres,Inglaterra,Reino Unido,,163
ESG Data Analyst (12 month FTC),Osborne Clarke,2024-03-12,8,Híbrido,,Junior,"Análisis de datos, Bases de datos, Capacidad de análisis y Ciencia de datos, Identificación de tendencias, Informes de sostenibilidad, Informes y análisis, Proceso de ofertas, Recogida de datos y Registros de auditoría",Data Analyst,Reading,Inglaterra,Reino Unido,,164
Data Analyst,Oho Group Ltd,2024-02-28,1160,Presencial,,Junior,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis, Comunicación, Resolución de problemas y Visualización de datos, Estadística, Modelado de datos y R (Lenguaje de programación)",Data Analyst,Londres,Inglaterra,Reino Unido,40000,165
Commercial Data Analyst | Luxury Cosmetics Business | London/Remote,Harmonic Finance™ | Certified B Corp,2024-03-06,1150,Presencial,,Intermedio,"Análisis de datos y Microsoft Power BI, Almacenamiento de datos, Implantación de SAP, Microsoft Excel, Minería de datos, Modelado de datos y SAP ERP",Data Analyst,Londres,Inglaterra,Reino Unido,60000,166
Data Analyst Apprentice,Severn Trent,2024-03-06,851,,,Junior,,Data Analyst,Coventry,Inglaterra,Reino Unido,,167
Data Analyst - Adobe Analytics - £400 per day,Oliver Bernard,2024-03-09,318,Híbrido,,Intermedio,"Analítica de datos y Análisis de datos, Adobe Experience Cloud y Optimizely",Data Analyst,Londres,Reino Unido,,,168
Data Analytics Consultant - Corporate,DATAHEAD,2024-02-21,998,Híbrido,Jornada completa,Intermedio,"Análisis de datos, Analítica empresarial, Consultoría de gestión, Estrategia y Operaciones comerciales",Data Analyst,Londres,Inglaterra,Reino Unido,,169
Data Analyst - GIS Graduate Programme,RPS,2024-03-12,35,Híbrido,Jornada completa,Junior,"Analítica de datos, Análisis de datos, SQL y Visualización, Datasets, FME, Focussed, InfoWorks, Manipulación de datos y Visual Basic",Data Analyst,Leeds,Inglaterra,Reino Unido,,170
Data Test Analyst,RSPCA,2024-03-10,436,En remoto,Jornada completa,Junior,"Asignación de datos, Casos de prueba, Ejecución de pruebas, Estrategia de pruebas, Identifying Issues, Pruebas de integración, Pruebas de software, Pruebas del sistema, Requisitos de pruebas y Test Analysis",Data Analyst,Londres,Inglaterra,Reino Unido,,171
Data Analyst - GIS Graduate Programme,RPS,2024-03-12,20,Híbrido,Jornada completa,Junior,"Analítica de datos, Análisis de datos, SQL y Visualización, Datasets, FME, Focussed, InfoWorks, Manipulación de datos y Visual Basic",Data Analyst,Sheffield,Inglaterra,Reino Unido,,172
Research & Insight Analyst,Orbit Group,2024-03-06,256,Híbrido,,Intermedio,"Análisis de datos estadísticos, Capacidad de análisis, Investigación y Microsoft Power BI, Análisis de tendencias, Conocimientos comerciales, Generación de percepción, Investigación cualitativa, Investigación cuantitativa y Microsoft PowerPoint",Data Analyst,Coventry,Inglaterra,Reino Unido,29150,173
Data Analyst - Modeller,BJSS,2024-03-12,277,Híbrido,Jornada completa,Intermedio,"SQL y Tableau, Amazon Web Services (AWS), Extraer, transformar y cargar (ETL), Herramientas ETL y QlikView",Data Analyst,Newcastle upon Tyne,Inglaterra,Reino Unido,,174
BI Analyst / Developer-Permanent-Remote,RemoteWorker UK,2024-02-28,160,En remoto,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos, Visualización y Visualización de datos, Especificaciones técnicas, Obtención de requisitos, Panel de control, Qlik Sense, QlikView y Tendencias emergentes",Data Analyst,,,Reino Unido,,175
Data Analyst,Unbiased,2024-02-28,1170,Híbrido,Jornada completa,,"Analítica de datos y Análisis de datos estadísticos, Arquitectura de datos, Desarrollo empresarial, Elaboración de informes de datos, Extraer, transformar y cargar (ETL), Gestión de bajas, Google Analytics, Herramientas de inteligencia de negocios y Metodologías ágiles",Data Analyst,Londres,Inglaterra,Reino Unido,,176
Data Analyst RBKC614893,Royal Borough of Kensington and Chelsea,2024-02-28,736,Híbrido,Jornada completa,Junior,,Data Analyst,Londres,Inglaterra,Reino Unido,,177
Data Analyst,The Green House Growers,2024-03-06,722,Presencial,Jornada completa,,,Data Analyst,Norwich,Inglaterra,Reino Unido,,178
Data Analyst,Urban Jungle Insurance,2024-02-14,709,Presencial,Jornada completa,Intermedio,,Data Analyst,Londres,Inglaterra,Reino Unido,,179
Data Analyst,Maxwell Bond®,2024-02-21,629,Híbrido,,Intermedio,,Data Analyst,Londres,Inglaterra,Reino Unido,,180
Customer Insights Analyst,Salt,2024-03-09,756,Presencial,,Intermedio,,Data Analyst,Londres,Inglaterra,Reino Unido,,181
Data Analyst Manager,Ankorstore,2024-03-06,1117,En remoto,Jornada completa,Junior,,Data Analyst,,,Reino Unido,,182
Power BI Analyst / Data Visualisation Specialist,ICF,2024-03-06,804,En remoto,Jornada completa,Intermedio,,Data Analyst,Londres,Inglaterra,Reino Unido,,183
HR Data Analyst,E.ON UK,2024-03-06,1044,Híbrido,,Intermedio,,Data Analyst,Nottingham,Inglaterra,Reino Unido,,184
"Senior Data Analyst - Hybird/Bristol - Up to £65,000",Adecco,2024-03-12,35,Híbrido,,Senior,,Data Analyst,Bristol,Inglaterra,Reino Unido,,185
Data Analyst,Malaberg,2024-03-12,660,Presencial,Jornada completa,,,Data Analyst,Londres,Inglaterra,Reino Unido,,186
Portfolio & Data Analyst,Chubb,2024-02-28,826,Híbrido,Jornada completa,Junior,,Data Analyst,Londres,Inglaterra,Reino Unido,,187
IT Data Analyst,Lorien,2024-02-21,155,Híbrido,,Intermedio,,Data Analyst,Basildon,Inglaterra,Reino Unido,,188
Technical Data Analyst,Hays,2024-02-28,559,En remoto,Jornada completa,Junior,,Data Analyst,,,Reino Unido,,189
Power BI Analyst / Data Visualisation Specialist,ICF,2024-03-06,1016,En remoto,Jornada completa,Intermedio,"Bases de datos, Resolución de problemas y Visualización de datos, Datasets, Expresiones de análisis de datos (DAX), Informes y análisis, Microsoft Power Query, Modelado de datos, Modelo de datos y Requisitos de información",Data Analyst,Birmingham,Inglaterra,Reino Unido,,190
CMDB Data Analyst,Talent,2024-02-14,1033,Híbrido,,,"Capacidad de análisis, Comunicación y Resolución de problemas, Análisis de requisitos, Base de datos de gestión de la configuración (CMDB), Calidad de datos, Habilidades sociales, Necesidades empresariales, Recogida de datos y ServiceNow",Data Analyst,Liverpool,Inglaterra,Reino Unido,46500,191
BI Analsyt,NRG.,2024-02-14,232,Presencial,,Intermedio,"Analítica de datos, Resolución de problemas y SQL, Almacenamiento de datos, Aptitudes para hacer presentaciones, Edición de imágenes, Extraer, transformar y cargar (ETL), Manipulación de datos, Modelado de datos y Presentaciones",Data Analyst,Darlington,Inglaterra,Reino Unido,32500,192
Business Data Analyst,Hays,2024-03-09,724,Híbrido,,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Ciencia de datos y Visualización de datos, Análisis de negocio, Estadística, Informes normativos, Modelado de datos y Snowflake cloud",Data Analyst,Londres,Inglaterra,Reino Unido,87500,193
Data Analyst Assessor,Accelerate People Ltd,2024-03-11,1146,En remoto,,Junior,"Analítica de datos, Bases de datos, Capacidad de análisis, Ciencia de datos, Comunicación, Visualización y Visualización de datos, Datasets, Estadística y Panel de control",Data Analyst,Londres,Inglaterra,Reino Unido,,194
Data Analyst,Tech Change Consulting,2024-02-21,1063,Híbrido,,Junior,"Analítica de datos, Capacidad de análisis y SQL, Administración de pensiones y Microsoft Office",Data Analyst,Chesterfield,Inglaterra,Reino Unido,32500,195
Business Intelligence Analyst (NHS / Public Sector),RemoteWorker UK,2024-03-12,0,Híbrido,Jornada completa,Intermedio,"Analítica de datos y Visualización de datos, DWH, Elaboración de informes de datos, Extraer, transformar y cargar (ETL), Informes y análisis, Modelado de datos, Qlik Sense, QlikView y SQL Server Integration Services (SSIS)",Data Analyst,Leeds,Inglaterra,Reino Unido,,196
